Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,date,source
Jul 2015,21,20,1,0,0,13,0,571,582,1,1,2,0.2%,0.2%,0.3%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2015,21,20,1,0,0,14,0,624,632,4,2,4,0.6%,0.3%,0.6%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2015,21,19,1,1,0,15,0,624,668,7,4,6,1.0%,0.6%,0.9%,2,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2015,20,16,2,2,0,10,0,600,499,9,8,15,1.8%,1.6%,3.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2015,21,17,2,2,0,11,0,624,554,10,9,22,1.8%,1.6%,4.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2015,21,15,4,0,2,11,0,624,563,17,11,29,3.0%,2.0%,5.2%,5,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2016,21,13,4,2,2,13,1,624,601,21,11,32,3.5%,1.8%,5.3%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2016,21,13,2,4,2,13,1,624,646,27,12,38,4.2%,1.9%,5.9%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2016,21,10,4,3,4,14,1,624,672,31,14,40,4.6%,2.1%,6.0%,11,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2016,19,8,3,4,4,8,0,620,447,31,14,41,6.9%,3.1%,9.2%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2016,20,9,3,4,4,8,1,640,483,31,16,47,6.4%,3.3%,9.7%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2016,20,6,3,6,5,15,1,686,644,38,18,48,5.9%,2.8%,7.5%,12,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2016,13,13,0,0,0,13,0,439,587,1,0,7,0.2%,0.0%,1.2%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,13,10,3,0,0,13,0,439,598,3,1,16,0.5%,0.2%,2.7%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,13,10,2,1,0,10,0,439,469,3,1,17,0.6%,0.2%,3.6%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,14,11,2,1,0,11,0,459,533,3,1,20,0.6%,0.2%,3.8%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,15,11,3,1,0,12,0,490,551,5,2,22,0.9%,0.4%,4.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,16,12,2,0,2,13,0,520,600,9,3,27,1.5%,0.5%,4.5%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,17,10,4,0,3,13,0,540,636,12,6,27,1.9%,0.9%,4.2%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,17,8,6,0,3,13,0,540,656,14,6,30,2.1%,0.9%,4.6%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,17,7,6,0,4,13,1,537,489,15,8,36,3.1%,1.6%,7.4%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,18,8,6,0,4,13,1,567,640,15,9,36,2.3%,1.4%,5.6%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,17,5,7,1,4,15,1,536,703,18,9,37,2.6%,1.3%,5.3%,12,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,15,15,0,0,0,14,0,581,600,1,0,5,0.2%,0.0%,0.8%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,15,15,0,0,0,14,0,581,619,3,0,7,0.5%,0.0%,1.1%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,15,14,1,0,0,15,0,581,673,3,0,8,0.4%,0.0%,1.2%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,15,12,3,0,0,12,0,581,513,4,1,12,0.8%,0.2%,2.3%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,16,12,4,0,0,12,0,613,539,5,1,17,0.9%,0.2%,3.2%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,16,11,5,0,0,12,0,613,550,9,1,19,1.6%,0.2%,3.5%,5,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,16,11,4,1,0,14,0,613,592,12,1,27,2.0%,0.2%,4.6%,5,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,17,11,2,2,2,15,0,634,637,18,2,30,2.8%,0.3%,4.7%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,19,13,1,2,3,16,0,675,695,22,5,36,3.2%,0.7%,5.2%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,21,14,1,1,5,13,0,715,464,25,12,44,5.4%,2.6%,9.5%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,20,11,3,1,5,14,0,695,487,29,15,47,6.0%,3.1%,9.7%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,21,10,2,4,5,17,0,714,692,39,17,57,5.6%,2.5%,8.2%,10,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,16,16,0,0,0,12,0,493,473,3,3,4,0.6%,0.6%,0.8%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,16,16,0,0,0,13,0,492,530,4,3,10,0.8%,0.6%,1.9%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,16,15,1,0,0,13,1,492,546,6,3,21,1.1%,0.5%,3.8%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,18,14,4,0,0,12,0,535,479,8,4,26,1.7%,0.8%,5.4%,2,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,18,12,4,2,0,11,1,535,484,10,5,30,2.1%,1.0%,6.2%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,21,13,4,3,1,13,1,598,521,13,8,42,2.5%,1.5%,8.1%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,22,10,5,5,2,14,0,618,551,16,8,47,2.9%,1.5%,8.5%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,22,6,6,5,5,16,0,618,599,17,11,57,2.8%,1.8%,9.5%,13,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,22,3,8,4,7,17,1,618,639,22,12,66,3.4%,1.9%,10.3%,16,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,24,4,3,7,10,16,1,658,560,27,14,73,4.8%,2.5%,13.0%,16,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2019,25,5,3,6,11,20,0,698,660,27,15,73,4.1%,2.3%,11.1%,17,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2019,25,4,3,6,12,21,0,698,687,30,15,78,4.4%,2.2%,11.4%,18,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2019,15,15,0,0,0,12,0,416,458,2,0,7,0.4%,0.0%,1.5%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2019,16,15,0,1,0,12,0,436,481,2,1,8,0.4%,0.2%,1.7%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2019,16,12,1,2,1,13,0,436,514,4,1,9,0.8%,0.2%,1.8%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2019,17,11,3,2,1,6,0,456,374,5,1,10,1.3%,0.3%,2.7%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2019,18,9,4,4,1,9,0,476,417,6,1,13,1.4%,0.2%,3.1%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2019,19,8,3,3,5,12,0,501,489,7,1,16,1.4%,0.2%,3.3%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2020,19,6,2,6,5,15,1,501,531,7,3,17,1.3%,0.6%,3.2%,11,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2020,19,3,4,4,8,15,1,501,557,9,3,19,1.6%,0.5%,3.4%,13,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2020,20,4,4,3,9,17,0,521,587,10,5,20,1.7%,0.9%,3.4%,14,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2020,20,4,3,2,11,9,0,521,358,10,7,23,2.8%,2.0%,6.4%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2020,20,3,3,1,13,9,0,521,382,10,9,24,2.6%,2.4%,6.3%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2020,20,3,2,2,13,10,0,521,403,19,14,45,4.7%,3.5%,11.2%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2020,20,19,1,0,0,10,1,404,437,0,0,0,0.0%,0.0%,0.0%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2020,20,17,2,1,0,14,2,426,494,0,0,0,0.0%,0.0%,0.0%,3,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2020,20,13,5,2,0,16,1,426,530,0,0,0,0.0%,0.0%,0.0%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2020,20,10,7,2,1,9,0,426,353,0,0,0,0.0%,0.0%,0.0%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2020,20,9,8,2,1,10,0,426,366,0,0,0,0.0%,0.0%,0.0%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2020,20,9,7,2,2,10,0,426,379,0,0,0,0.0%,0.0%,0.0%,8,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2021,22,10,5,4,3,12,0,466,442,0,0,0,0.0%,0.0%,0.0%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2021,22,8,2,5,7,13,0,466,480,0,0,0,0.0%,0.0%,0.0%,12,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2021,23,9,1,3,10,14,1,486,500,0,0,0,0.0%,0.0%,0.0%,14,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2021,24,10,1,2,11,10,0,521,425,0,0,0,0.0%,0.0%,0.0%,6,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2021,24,10,1,2,11,12,1,521,462,0,0,0,0.0%,0.0%,0.0%,9,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2021,23,9,1,2,11,13,1,513,496,0,0,0,0.0%,0.0%,0.0%,10,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2021,18,18,0,0,0,11,0,348,372,0,0,0,0.0%,0.0%,0.0%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2021,17,17,0,0,0,12,0,348,389,0,0,0,0.0%,0.0%,0.0%,0,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2021,17,13,4,0,0,13,0,348,397,0,0,0,0.0%,0.0%,0.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2021,16,11,3,2,0,5,0,338,260,0,0,0,0.0%,0.0%,0.0%,1,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2021,16,9,4,3,0,6,0,338,266,0,0,0,0.0%,0.0%,0.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2021,16,8,4,4,0,6,0,338,280,0,0,0,0.0%,0.0%,0.0%,5,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2022,16,6,1,6,3,7,0,338,292,0,0,0,0.0%,0.0%,0.0%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2022,16,5,2,5,4,7,0,338,303,0,0,0,0.0%,0.0%,0.0%,7,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2022,18,7,1,5,5,6,0,390,242,0,0,0,0.0%,0.0%,0.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2022,18,7,1,5,5,6,0,390,242,0,0,0,0.0%,0.0%,0.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2022,18,7,1,5,5,7,0,390,271,0,0,0,0.0%,0.0%,0.0%,4,A,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2015,15,15,0,0,0,10,1,431,443,6,1,4,1.4%,0.2%,0.9%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2015,15,15,0,0,0,10,1,485,459,8,1,7,1.7%,0.2%,1.5%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2015,15,14,1,0,0,11,1,485,498,10,1,10,2.0%,0.2%,2.0%,1,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2015,15,11,4,0,0,9,0,485,388,11,2,13,2.8%,0.5%,3.4%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2015,15,11,3,1,0,9,0,485,418,14,3,14,3.3%,0.7%,3.3%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2015,15,11,2,2,0,9,0,485,426,15,4,17,3.5%,0.9%,4.0%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2016,15,9,4,2,0,10,0,485,442,21,7,20,4.8%,1.6%,4.5%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2016,16,9,1,5,1,11,0,545,528,21,8,21,4.0%,1.5%,4.0%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2016,18,11,1,4,2,14,0,607,605,24,10,25,4.0%,1.7%,4.1%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2016,17,9,2,2,4,10,0,579,417,30,11,26,7.2%,2.6%,6.2%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2016,17,9,2,2,4,11,0,579,460,31,12,28,6.7%,2.6%,6.1%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2016,18,8,2,1,7,14,0,600,553,34,17,35,6.1%,3.1%,6.3%,9,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2016,14,14,0,0,0,11,0,439,504,6,0,4,1.2%,0.0%,0.8%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2016,14,11,3,0,0,11,0,439,510,6,0,10,1.2%,0.0%,2.0%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2016,14,9,5,0,0,6,0,439,380,9,0,13,2.4%,0.0%,3.4%,4,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2016,14,9,4,1,0,5,0,439,359,12,0,15,3.3%,0.0%,4.2%,4,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2016,14,9,4,1,0,6,0,439,394,12,0,15,3.0%,0.0%,3.8%,4,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2017,14,8,5,1,0,8,0,439,470,13,0,20,2.8%,0.0%,4.3%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2017,14,6,5,2,1,9,0,439,497,14,1,24,2.8%,0.2%,4.8%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2017,15,6,5,2,2,11,0,459,569,19,4,30,3.3%,0.7%,5.3%,8,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2017,14,5,5,1,3,6,0,444,323,20,5,30,6.2%,1.5%,9.3%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2017,14,5,4,1,4,7,0,444,421,20,7,34,4.8%,1.7%,8.1%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2017,15,6,1,3,5,11,0,470,497,26,8,39,5.2%,1.6%,7.8%,8,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2017,18,18,0,0,0,13,0,714,787,2,1,3,0.3%,0.1%,0.4%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2017,18,18,0,0,0,13,1,716,834,2,1,8,0.2%,0.1%,1.0%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2017,19,14,5,0,0,15,1,742,911,4,3,16,0.4%,0.3%,1.8%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2017,20,14,6,0,0,13,0,762,529,4,3,19,0.8%,0.6%,3.6%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2017,20,17,3,0,0,13,0,762,590,6,3,19,1.0%,0.5%,3.2%,3,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2017,21,15,5,1,0,15,0,792,665,7,3,22,1.1%,0.5%,3.3%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2018,22,14,6,2,0,17,0,813,748,12,7,28,1.6%,0.9%,3.7%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2018,22,11,6,4,1,17,0,813,806,14,7,35,1.7%,0.9%,4.3%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2018,22,11,3,6,2,18,0,813,859,20,10,41,2.3%,1.2%,4.8%,10,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2018,19,8,3,6,2,8,0,785,437,25,10,50,5.7%,2.3%,11.4%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
May 2018,20,7,5,3,5,9,0,808,493,27,12,54,5.5%,2.4%,11.0%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jun 2018,24,9,5,4,6,15,2,887,750,31,16,58,4.1%,2.1%,7.7%,13,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jul 2018,28,28,0,0,0,22,0,982,1106,1,1,4,0.1%,0.1%,0.4%,0,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Aug 2018,30,29,1,0,0,23,1,985,1178,2,2,8,0.2%,0.2%,0.7%,1,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Sep 2018,30,25,5,0,0,23,1,985,1225,3,2,11,0.2%,0.2%,0.9%,5,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Oct 2018,29,23,6,0,0,22,1,1053,1025,7,2,20,0.7%,0.2%,2.0%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Nov 2018,29,23,4,2,0,23,1,1068,1093,8,4,23,0.7%,0.4%,2.1%,6,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Dec 2018,29,21,6,1,1,23,1,1068,1109,12,5,31,1.1%,0.5%,2.8%,7,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Jan 2019,29,16,7,4,2,24,1,1068,1151,20,6,37,1.7%,0.5%,3.2%,13,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Feb 2019,30,16,8,3,3,25,1,1093,1222,21,8,40,1.7%,0.7%,3.3%,14,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Mar 2019,32,16,7,5,4,26,1,1168,1323,22,13,53,1.7%,1.0%,4.0%,16,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
Apr 2019,31,15,7,5,4,17,0,1145,809,22,14,61,2.7%,1.7%,7.5%,12,B,2022-06-03,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&divview=on&mon=0
