Month,Clubs,Goals <4,Goals 5-6,Goals 7-8,Goals 9-10,Members 20+,Members +5,Member Base,Member T/Date,CCs,ACs,Ldrs,CCs/Mem,ACs/Mem,Ldrs/Mem,Pos. Dist. clubs,div,area,date,source
Mar 2019,6,4,1,1,0,2,0,120,116,4,1,5,3.4%,0.9%,4.3%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,5,3,1,1,0,2,0,110,93,4,1,5,4.3%,1.1%,5.4%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,5,3,1,1,0,2,0,110,94,4,1,5,4.3%,1.1%,5.3%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,5,3,1,1,0,2,2,110,106,4,1,5,3.8%,0.9%,4.7%,2,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,5,5,0,0,0,3,0,106,112,0,0,2,0.0%,0.0%,1.8%,0,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,5,5,0,0,0,3,0,106,116,0,0,5,0.0%,0.0%,4.3%,0,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,5,5,0,0,0,3,0,106,118,0,0,6,0.0%,0.0%,5.1%,0,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,4,2,2,0,0,3,0,100,101,0,1,8,0.0%,1.0%,7.9%,2,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,4,2,2,0,0,3,0,100,101,0,1,8,0.0%,1.0%,7.9%,2,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,2,2,0,0,3,0,100,102,0,1,8,0.0%,1.0%,7.8%,2,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,1,3,0,0,3,0,100,104,0,1,9,0.0%,1.0%,8.7%,3,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,4,1,2,1,0,3,0,100,106,1,1,9,0.9%,0.9%,8.5%,3,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,4,1,1,1,1,3,0,100,106,2,2,10,1.9%,1.9%,9.4%,3,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,3,0,0,1,2,1,0,82,76,3,4,11,3.9%,5.3%,14.5%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,3,0,0,0,3,1,0,82,76,5,4,12,6.6%,5.3%,15.8%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,3,0,0,0,3,3,0,82,86,8,5,17,9.3%,5.8%,19.8%,3,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,4,4,0,0,0,2,0,58,60,0,0,0,0.0%,0.0%,0.0%,0,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,5,4,1,0,0,3,0,78,82,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,5,4,1,0,0,3,0,80,85,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,5,4,1,0,0,2,0,80,66,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,5,4,1,0,0,2,0,80,66,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,5,4,1,0,0,2,0,80,66,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,6,5,0,1,0,3,0,104,93,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,6,5,0,1,0,4,0,104,97,0,0,0,0.0%,0.0%,0.0%,1,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,6,4,1,0,1,4,1,104,117,0,0,0,0.0%,0.0%,0.0%,2,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,6,2,2,0,2,3,1,104,103,0,0,0,0.0%,0.0%,0.0%,3,E,1,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,6,6,0,0,0,4,0,117,137,0,0,1,0.0%,0.0%,0.7%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,6,6,0,0,0,4,0,146,138,0,0,1,0.0%,0.0%,0.7%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,6,6,0,0,0,5,0,147,165,0,0,3,0.0%,0.0%,1.8%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,6,6,0,0,0,4,1,147,131,0,0,3,0.0%,0.0%,2.3%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,5,5,0,0,0,3,1,147,107,0,0,2,0.0%,0.0%,1.9%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,5,5,0,0,0,3,1,147,107,0,0,2,0.0%,0.0%,1.9%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,5,5,0,0,0,3,1,147,107,1,0,2,0.9%,0.0%,1.9%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,5,5,0,0,0,3,1,147,107,1,0,4,0.9%,0.0%,3.7%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,5,3,1,1,0,3,1,147,111,2,0,5,1.8%,0.0%,4.5%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,6,3,2,1,0,3,1,170,100,2,0,7,2.0%,0.0%,7.0%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,6,3,2,1,0,4,1,170,105,2,0,7,1.9%,0.0%,6.7%,3,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,6,3,2,0,1,4,1,170,117,4,1,7,3.4%,0.9%,6.0%,3,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,4,0,0,0,3,0,94,96,0,0,4,0.0%,0.0%,4.2%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,4,0,0,0,3,0,94,99,0,0,4,0.0%,0.0%,4.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,2,2,0,0,3,0,94,90,0,1,5,0.0%,1.1%,5.6%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,2,2,0,0,3,0,94,92,0,1,5,0.0%,1.1%,5.4%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,2,2,0,0,3,0,94,96,0,1,6,0.0%,1.0%,6.3%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,4,2,1,1,0,3,0,94,100,0,2,6,0.0%,2.0%,6.0%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,4,2,1,1,0,3,0,94,105,0,2,8,0.0%,1.9%,7.6%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,4,1,2,1,0,3,0,94,106,0,2,9,0.0%,1.9%,8.5%,3,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,4,1,2,1,0,2,0,94,86,0,2,11,0.0%,2.3%,12.8%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,4,1,2,1,0,2,0,94,89,1,2,11,1.1%,2.2%,12.4%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,5,2,2,0,1,4,0,126,128,3,2,12,2.3%,1.6%,9.4%,3,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,5,5,0,0,0,4,0,99,99,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,5,5,0,0,0,4,0,99,100,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,5,5,0,0,0,4,0,99,102,0,0,1,0.0%,0.0%,1.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,4,4,0,0,0,1,0,99,55,0,0,2,0.0%,0.0%,3.6%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,4,4,0,0,0,1,0,99,61,1,0,2,1.6%,0.0%,3.3%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,4,4,0,0,0,1,0,99,64,1,0,2,1.6%,0.0%,3.1%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2018,4,3,1,0,0,2,0,99,66,1,0,4,1.5%,0.0%,6.1%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2018,4,2,2,0,0,2,0,99,67,1,0,5,1.5%,0.0%,7.5%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2018,4,2,2,0,0,2,0,99,70,1,0,6,1.4%,0.0%,8.6%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2018,3,1,2,0,0,1,0,77,57,2,0,7,3.5%,0.0%,12.3%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2018,3,1,1,1,0,1,0,77,57,4,0,8,7.0%,0.0%,14.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2018,3,1,1,1,0,1,0,77,62,4,0,8,6.5%,0.0%,12.9%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2018,4,4,0,0,0,2,0,83,88,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2018,4,4,0,0,0,2,0,83,97,1,0,1,1.0%,0.0%,1.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2018,4,4,0,0,0,2,0,83,101,1,0,3,1.0%,0.0%,3.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2018,4,3,1,0,0,1,0,83,76,1,0,4,1.3%,0.0%,5.3%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2018,4,3,1,0,0,1,0,83,79,1,0,5,1.3%,0.0%,6.3%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2018,4,2,2,0,0,1,0,83,81,1,0,6,1.2%,0.0%,7.4%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2019,4,2,1,1,0,1,0,83,85,1,0,6,1.2%,0.0%,7.1%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2019,4,1,1,2,0,2,0,83,92,1,0,6,1.1%,0.0%,6.5%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2019,4,1,1,1,1,2,0,83,95,1,0,6,1.1%,0.0%,6.3%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2019,5,2,1,1,1,1,0,103,63,2,0,7,3.2%,0.0%,11.1%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2019,5,2,1,0,2,2,0,105,87,3,0,7,3.4%,0.0%,8.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2019,5,2,1,0,2,3,0,105,90,3,0,7,3.3%,0.0%,7.8%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2019,4,4,0,0,0,3,0,77,79,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2019,4,4,0,0,0,3,0,77,83,0,0,1,0.0%,0.0%,1.2%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2019,4,4,0,0,0,3,0,77,86,0,0,2,0.0%,0.0%,2.3%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2019,3,3,0,0,0,2,0,74,91,0,0,2,0.0%,0.0%,2.2%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2019,3,2,1,0,0,2,0,74,92,0,0,2,0.0%,0.0%,2.2%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2019,4,2,1,1,0,2,1,77,108,1,0,3,0.9%,0.0%,2.8%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2020,4,2,1,1,0,3,1,77,118,1,0,3,0.8%,0.0%,2.5%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2020,4,2,1,0,1,3,1,77,124,1,0,4,0.8%,0.0%,3.2%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2020,4,2,0,1,1,3,1,77,124,1,1,4,0.8%,0.8%,3.2%,2,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2020,5,3,0,0,2,3,0,97,95,2,1,7,2.1%,1.1%,7.4%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2020,5,3,0,0,2,3,0,97,96,2,2,8,2.1%,2.1%,8.3%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2020,5,1,1,1,2,3,1,97,112,2,6,12,1.8%,5.4%,10.7%,3,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2020,5,5,0,0,0,1,1,103,101,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2020,5,5,0,0,0,1,1,103,104,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2020,5,5,0,0,0,1,1,103,111,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2020,5,5,0,0,0,1,0,103,86,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2020,5,5,0,0,0,1,0,103,88,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2020,5,5,0,0,0,1,1,103,91,0,0,0,0.0%,0.0%,0.0%,0,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2021,5,4,0,0,1,1,1,103,92,0,0,0,0.0%,0.0%,0.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2021,5,4,0,0,1,1,1,103,93,0,0,0,0.0%,0.0%,0.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2021,6,3,2,0,1,1,1,123,93,0,0,0,0.0%,0.0%,0.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2021,6,2,3,0,1,2,1,125,105,0,0,0,0.0%,0.0%,0.0%,1,E,2,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2015,6,6,0,0,0,4,0,102,102,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2015,6,6,0,0,0,4,0,102,106,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2015,6,6,0,0,0,4,0,102,110,1,0,0,0.9%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2015,6,6,0,0,0,2,0,102,103,2,0,0,1.9%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2015,6,6,0,0,0,2,0,102,103,2,0,2,1.9%,0.0%,1.9%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2015,6,6,0,0,0,2,0,102,110,2,0,2,1.8%,0.0%,1.8%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2016,6,6,0,0,0,3,1,102,117,2,0,2,1.7%,0.0%,1.7%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2016,6,6,0,0,0,3,1,102,120,2,0,2,1.7%,0.0%,1.7%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2016,6,5,1,0,0,3,1,102,125,2,0,2,1.6%,0.0%,1.6%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2016,5,3,2,0,0,1,1,94,68,1,0,3,1.5%,0.0%,4.4%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2016,6,3,3,0,0,2,1,119,99,1,0,5,1.0%,0.0%,5.1%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2016,6,3,3,0,0,2,1,119,99,1,0,6,1.0%,0.0%,6.1%,1,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2016,4,4,0,0,0,1,0,61,67,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2016,4,4,0,0,0,1,0,61,70,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2016,4,4,0,0,0,0,0,61,36,0,1,0,0.0%,2.8%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2016,4,4,0,0,0,0,0,61,37,0,1,0,0.0%,2.7%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2016,4,4,0,0,0,0,0,61,38,0,1,0,0.0%,2.6%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jan 2017,4,4,0,0,0,0,0,61,43,0,1,0,0.0%,2.3%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Feb 2017,4,4,0,0,0,0,0,61,45,0,1,1,0.0%,2.2%,2.2%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Mar 2017,4,3,1,0,0,0,0,61,46,0,1,2,0.0%,2.2%,4.3%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Apr 2017,4,3,1,0,0,0,0,61,41,0,1,2,0.0%,2.4%,4.9%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
May 2017,4,3,1,0,0,0,0,61,41,0,1,2,0.0%,2.4%,4.9%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jun 2017,4,3,1,0,0,0,0,61,45,0,1,2,0.0%,2.2%,4.4%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Jul 2017,4,4,0,0,0,3,0,73,76,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Aug 2017,4,4,0,0,0,3,0,73,81,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Sep 2017,4,4,0,0,0,3,0,73,89,0,0,0,0.0%,0.0%,0.0%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Oct 2017,4,4,0,0,0,1,0,73,72,0,0,1,0.0%,0.0%,1.4%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Nov 2017,4,4,0,0,0,1,0,73,73,0,0,2,0.0%,0.0%,2.7%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
Dec 2017,4,4,0,0,0,1,1,73,78,0,0,2,0.0%,0.0%,2.6%,0,E,3,2021-05-06,https://www.marshalls.org/tmtools/DCP_Hist.cgi?club=&dist=98&div=&area=&areaview=on&mon=0
